grid_point, analysis_value, analysis_increment
[2, 18],5642.007399149,42.824832708531176
[2, 19],5663.244870290096,46.18402001283448
[2, 20],5675.7483812034225,48.5214543042448
[2, 21],5679.510907385442,47.02666730576766
[3, 0],5255.069332668756,-23.682528663624907
[3, 1],5268.3424614849655,-22.405644856751678
[3, 2],5278.966980798131,-25.718927443564098
[3, 3],5297.325231382619,-26.89167910733613
[3, 4],5330.194074179921,-18.157990228004564
[3, 5],5360.552915046771,-11.165457009259626
[3, 6],5385.6997946735955,-6.19470874952367
[3, 7],5405.0970006989155,-4.717412687524302
[3, 8],5414.153491267811,-9.855906542840785
[3, 9],5423.086132666833,-10.14483256611129
[3, 10],5428.927418492653,-11.110931429244374
[3, 11],5434.312772885875,-12.611480506127009
[3, 12],5446.36378172613,-8.56214211160841
[3, 13],5467.6931014841,2.484994482406364
[3, 14],5487.108722195327,7.939980429136995
[3, 15],5509.415316689625,11.375808086046163
[3, 16],5537.73364862013,14.203725318263423
[3, 17],5567.912399161418,13.033098259594226
[3, 18],5606.07508463375,21.476717499820552
[3, 19],5639.198051084192,33.27487522661522
[3, 20],5662.658953951193,43.91047078929296
[3, 21],5674.548189012622,48.78226636299769
[4, 0],5236.556714514617,-28.910770133382357
[4, 1],5244.995448696882,-28.971462951519243
[4, 2],5255.541318200991,-30.82313853898995
[4, 3],5279.593511477892,-27.030562544012355
[4, 4],5313.436242193419,-19.620228129478164
[4, 5],5345.822053382254,-11.921893154656573
[4, 6],5369.404590793115,-7.5119364383017455
[4, 7],5387.199528786778,-5.764410138058338
[4, 8],5393.263070796624,-12.567906060023233
[4, 9],5396.082552699442,-18.01715759153194
[4, 10],5396.594458153063,-23.208665183582525
[4, 11],5401.061117582981,-24.427387500502846
[4, 12],5410.672959845557,-21.719917286482996
[4, 13],5428.807774182057,-12.637453541407922
[4, 14],5445.724834732095,-8.297506282244285
[4, 15],5460.365814108757,-11.962314205047733
[4, 16],5489.958178613784,-8.87583207343232
[4, 17],5518.128050194483,-13.706505968556485
[4, 18],5563.430199758013,-0.07115763434194378
[4, 19],5606.268433982584,18.71785155215275
[4, 20],5645.994269836791,42.892261404696
[4, 21],5666.834438591657,54.83916808966296
[5, 0],5217.802633481993,-31.111078635827653
[5, 1],5227.679623435994,-29.20405012725405
[5, 2],5237.606819695969,-31.42943401483808
[5, 3],5267.807338532162,-23.100210106273153
[5, 4],5306.568204183344,-14.610617894551979
[5, 5],5343.1513115174685,-6.086248841568704
[5, 6],5366.880087131875,-2.8237079487798837
[5, 7],5380.8399267742625,-5.10485967209388
[5, 8],5385.751352993981,-12.741100466686476
[5, 9],5388.58825971186,-17.429220553186497
[5, 10],5387.770838019856,-22.85200987889766
[5, 11],5388.326607394464,-26.76414943108739
[5, 12],5396.772785825091,-23.905037452032957
[5, 13],5409.080047335249,-18.81570417731109
[5, 14],5419.039613200358,-19.078297789610588
[5, 15],5430.046768172052,-24.237074774126995
[5, 16],5451.083406421572,-28.078121953438313
[5, 17],5478.424742629515,-31.888009948832405
[5, 18],5525.0487860747735,-15.481722684869055
[5, 19],5584.432090786578,19.836739940717052
[5, 20],5625.585737839319,44.54090534522584
[5, 21],5652.013618716085,61.25191472415645
[6, 0],5204.758610659538,-29.73977919522258
[6, 1],5216.197111996774,-28.162924168663267
[6, 2],5231.112283923509,-26.36487374362514
[6, 3],5263.984741646393,-17.274700187109374
[6, 4],5306.691685847175,-8.606504202272845
[6, 5],5345.306978461624,-2.1325674734716813
[6, 6],5371.6389222988555,0.31814035640854854
[6, 7],5387.622590077318,-2.392908397237079
[6, 8],5392.449280338441,-10.832717806637447
[6, 9],5397.8171339448645,-12.68876125198858
[6, 10],5398.641368329761,-15.822741274222608
[6, 11],5399.378754353579,-18.38539480763575
[6, 12],5403.977392782502,-17.360868874884545
[6, 13],5410.830850893397,-14.887627528708435
[6, 14],5416.985116874187,-15.586745936735497
[6, 15],5425.089186771373,-20.169073952997678
[6, 16],5422.781003798343,-44.22676323730684
[6, 17],5456.086377728246,-39.305823330402745
[6, 18],5508.726977419812,-14.471872298820927
[6, 19],5561.5097657238475,15.907904951653109
[6, 20],5610.423934872012,49.20374060501854
[6, 21],5644.05245778642,73.28537529828554
[7, 0],5203.521041210855,-23.604600988797756
[7, 1],5210.812729122657,-28.41460573148106
[7, 2],5233.3058715022735,-22.199121088296124
[7, 3],5269.029682299549,-13.855965032261338
[7, 4],5313.317910811803,-6.133632793944344
[7, 5],5350.966500621896,-2.4082514118599647
[7, 6],5380.915231301388,0.5611667259208843
[7, 7],5399.4565604567415,-2.480899928023973
[7, 8],5408.349093763567,-7.749572807071672
[7, 9],5412.543425576193,-10.995526921470628
[7, 10],5415.69095092718,-11.923504306523682
[7, 11],5421.7296591998975,-8.295185177463281
[7, 12],5423.260431723721,-7.849006432775241
[7, 13],5417.718296196749,-14.280401092706597
[7, 14],5419.671271470865,-15.215450015324677
[7, 15],5418.864221605333,-24.27586762156534
[7, 16],5421.3742640703385,-39.37326369769016
[7, 17],5447.413558039147,-39.252087682677484
[7, 18],5493.048244630478,-20.151030572868876
[7, 19],5546.153355071863,11.641062718065768
[7, 20],5594.330545969331,45.056753843924525
[7, 21],5636.880644192159,78.25727415375877
[8, 0],5209.017742276479,-17.773757102414493
[8, 1],5221.674603607448,-19.62869358594162
[8, 2],5244.583933626946,-19.147116275963526
[8, 3],5282.485673703104,-14.3831722037512
[8, 4],5323.161022762341,-10.19616721966213
[8, 5],5360.327222844674,-4.374746080025034
[8, 6],5390.489377882171,-2.335047927155756
[8, 7],5411.72914218779,-5.844984320465301
[8, 8],5425.578529720639,-8.00991306020478
[8, 9],5432.057980111605,-9.925050059203386
[8, 10],5435.246251621958,-11.069153745980657
[8, 11],5440.093398480099,-7.3956404280716015
[8, 12],5437.587783842337,-8.159606191627063
[8, 13],5431.297586135818,-11.764444558883042
[8, 14],5425.5508493256575,-16.426882354418012
[8, 15],5419.107142933043,-26.238599875077853
[8, 16],5414.939082210375,-42.551749698467574
[8, 17],5439.77954013767,-40.0666043199617
[8, 18],5481.63808690308,-23.703267675877214
[8, 19],5531.346807134314,4.9248895382688715
[8, 20],5576.000402947711,34.88363253771968
[8, 21],5626.444046898291,75.41638138241615
[9, 0],5217.064322139442,-13.353853956765306
[9, 1],5238.138899043733,-8.465477957876828
[9, 2],5257.411863295341,-15.952287116619118
[9, 3],5296.543088731892,-13.426769261638583
[9, 4],5333.556075392463,-11.786968634588447
[9, 5],5365.592570514165,-9.164614723017621
[9, 6],5400.137210847695,-4.933431491388546
[9, 7],5428.290641232406,-6.698751888004153
[9, 8],5446.588823190172,-7.841688828872975
[9, 9],5454.812202626577,-8.87356372117847
[9, 10],5456.280048624744,-10.80619043520528
[9, 11],5453.172444824651,-12.858899382878917
[9, 12],5445.25196386414,-16.218037762580025
[9, 13],5436.591959144998,-19.297843757348346
[9, 14],5424.94386983353,-26.783892631706294
[9, 15],5414.872265539059,-36.09099089769643
[9, 16],5405.4294655255535,-51.812298540863594
[9, 17],5424.520124964912,-49.54725457234599
[9, 18],5464.202970791339,-32.92131236500609
[9, 19],5510.641363554574,-7.511310767312352
[9, 20],5555.828564756683,22.007233041681502
[9, 21],5615.305867676697,69.35505162716254
[10, 0],5218.7692033243175,-15.812527146607863
[10, 1],5241.878328394953,-8.725395012971603
[10, 2],5271.112292772127,-5.62855798631972
[10, 3],5309.333740809824,-4.586496228746
[10, 4],5342.556167508994,-9.373943727585356
[10, 5],5376.738602049955,-8.540604651038848
[10, 6],5414.34652632753,-6.486679327380443
[10, 7],5449.981783547383,-5.876867553405646
[10, 8],5471.031343682111,-6.27717821116039
[10, 9],5479.121985046397,-6.558676687725892
[10, 10],5478.037775127359,-8.87727679555519
[10, 11],5470.859243295746,-12.740674632581431
[10, 12],5457.791910396073,-19.453053452329186
[10, 13],5443.937930424436,-26.275038153608875
[10, 14],5432.3903032202015,-32.17883254993376
[10, 15],5415.086380546226,-46.45235342569231
[10, 16],5399.63376248514,-63.8973653812609
[10, 17],5410.480502351862,-64.1195662003147
[10, 18],5445.378925892359,-48.67380242706986
[10, 19],5490.841027257065,-24.326294644858535
[10, 20],5540.408008070895,6.923089035268276
[10, 21],5609.781509436153,59.124291627343155
[11, 0],5212.759534738547,-24.719936436873468
[11, 1],5239.453070145696,-13.901619446508448
[11, 2],5271.4318337123905,-7.670933915608657
[11, 3],5316.476044932456,-2.4041273971643022
[11, 4],5357.394905994641,-6.665173606843382
[11, 5],5396.1931308934245,-9.108920152949395
[11, 6],5438.482443470588,-6.816040768309904
[11, 7],5473.90608575731,-6.301526984140764
[11, 8],5495.650240429202,-4.151893440137428
[11, 9],5503.212803856252,-3.06148616500559
[11, 10],5502.290101985217,-3.743498314077442
[11, 11],5493.882094778909,-8.23824776892161
[11, 12],5480.336924886439,-15.654726402102824
[11, 13],5467.297684132782,-22.136659297700135
[11, 14],5452.686998917693,-31.424248983059442
[11, 15],5432.823535238773,-48.05313998558813
[11, 16],5409.846911832868,-71.24501318558305
[11, 17],5410.927922973462,-77.5088017746375
[11, 18],5434.535482976806,-70.87273617044593
[11, 19],5485.601051551846,-42.77887898277095
[11, 20],5540.4868801802,-11.734857128463773
[11, 21],5608.742922045922,31.97093056855556
[12, 0],5196.190323301196,-40.58991268021691
[12, 1],5222.453140479924,-33.69400024861079
[12, 2],5271.286545249182,-16.73870821235596
[12, 3],5331.21253453117,-5.960679615117442
[12, 4],5386.173511221094,-4.912803882756634
[12, 5],5430.372006849526,-5.551647868824148
[12, 6],5465.976267146568,-7.227043404473989
[12, 7],5500.751811829666,-2.112303921468083
[12, 8],5520.352920325996,0.1965657617101897
[12, 9],5528.894805714664,2.0272428490607126
[12, 10],5530.8942098946345,2.903882065316793
[12, 11],5523.793880528768,-2.5785610605526017
[12, 12],5513.627139315008,-9.415590514908217
[12, 13],5507.65712538035,-11.259418400035429
[12, 14],5497.8416442437165,-17.394563163398743
[12, 15],5471.285277214573,-41.55481621738363
[12, 16],5447.022609048528,-65.63174836205144
[12, 17],5437.0077055755955,-81.10194771459919
[12, 18],5457.875229485278,-76.26592544083996
[12, 19],5506.90898564091,-53.16722919014683
[12, 20],5562.231853896019,-27.192455302702
[12, 21],5615.03657246463,-3.1717087167098725
[13, 0],5164.0434717738935,-64.94154350777171
[13, 1],5218.521319856476,-40.58402480571385
[13, 2],5287.659408038273,-20.1447859681748
[13, 3],5354.478356443804,-16.054530203417926
[13, 4],5418.4839438399895,-6.444655124905694
[13, 5],5458.147918626686,-4.947345415603195
[13, 6],5487.168374143913,-6.345992296331133
[13, 7],5516.5804249175435,-3.174930554691855
[13, 8],5541.198139066858,2.513341454291549
[13, 9],5555.379407179369,5.631858765783363
[13, 10],5557.049683884686,1.1651472964185814
[13, 11],5556.845582591669,-2.48159431658587
[13, 12],5557.5303991083665,-2.949878514370539
[13, 13],5560.238022658434,0.6933825346868616
[13, 14],5554.630396358564,-2.9169432106473323
[13, 15],5526.329336519842,-29.366829780360604
[13, 16],5496.653738996069,-58.689368632926744
[13, 17],5484.035577802994,-75.80356424048387
[13, 18],5503.542552441323,-71.28219701079979
[13, 19],5553.7254401576965,-47.63960321848754
[13, 20],5610.555222123131,-21.38412696789601
[13, 21],5662.224508266019,2.2216346019104094
[14, 0],5141.07235909266,-79.73105302392287
[14, 1],5211.864377085498,-52.00512878932204
[14, 2],5305.555435762064,-27.2456661909182
[14, 3],5382.692806624345,-19.90770328047256
[14, 4],5437.128799200144,-11.483333170331207
[14, 5],5472.3900058924955,-6.375830068345749
[14, 6],5495.907254694367,-10.409035547982967
[14, 7],5525.6663023075425,-8.417020643978503
[14, 8],5554.109790418559,-3.815215665328651
[14, 9],5577.898086940615,2.4284356971420493
[14, 10],5590.08937466034,2.26545966779031
[14, 11],5596.534711759298,0.38048087359493366
[14, 12],5608.175847099952,7.384403283573192
[14, 13],5614.863796627893,12.432967987092525
[14, 14],5612.231501804226,9.899954023997452
[14, 15],5587.603248102718,-14.321919929671822
[14, 16],5557.792759914307,-45.14187347534971
[14, 17],5550.705158834977,-57.419001833761286
[14, 18],5568.796022589361,-53.15487790138923
[14, 19],5617.81031593623,-28.43336087118132
[14, 20],5667.429180477945,-7.12105507792694
[14, 21],5716.17735075239,16.147985801235336
[15, 0],5141.306840737759,-85.5348916038356
[15, 1],5221.506596981634,-55.74430215927623
[15, 2],5325.566064072605,-26.98628481074229
[15, 3],5397.80976514906,-21.465910503630766
[15, 4],5445.017024051567,-14.533035001447388
[15, 5],5477.003044143322,-11.907903306794651
[15, 6],5500.571241186146,-19.528410981164598
[15, 7],5531.738620215855,-20.875581462494665
[15, 8],5568.1520081066965,-12.533430873029829
[15, 9],5596.463440680728,-5.724815566223697
[15, 10],5618.654311088929,0.7945631938819133
[15, 11],5637.05822494598,8.62046722789546
[15, 12],5647.475826472347,12.39795448215773
[15, 13],5657.069014574915,17.481850592990668
[15, 14],5653.925219143858,10.696030578733371
[15, 15],5640.0201287284835,-6.685224947507777
[15, 16],5625.62835665583,-25.503080233905166
[15, 17],5624.288236418088,-34.10101435172237
[15, 18],5652.371581559539,-19.025496917869532
[15, 19],5689.579441285369,-2.5441127831627455
[15, 20],5732.436748704024,16.008885159722013
[15, 21],5774.509476540064,36.15168368324157
[16, 0],5175.025202398896,-71.38751303820936
[16, 1],5259.872642184136,-39.79421355024533
[16, 2],5351.469827510511,-16.781720722064165
[16, 3],5416.703705393199,-9.929520018053154
[16, 4],5454.1043149844645,-12.724803902734493
[16, 5],5483.354394579924,-19.839548942660258
[16, 6],5515.237377478178,-27.47552980240198
[16, 7],5548.267045828614,-30.256137281652627
[16, 8],5583.099587645959,-22.71425091484707
[16, 9],5616.612763336231,-9.76960582232914
[16, 10],5639.109433967437,-2.93890236498828
[16, 11],5662.28768680134,8.716767964797327
[16, 12],5672.311704447903,9.645164987173303
[16, 13],5688.643498966719,17.209510614382452
[16, 14],5695.969133135766,15.694490428513745
[16, 15],5689.2832087633315,0.7961676865725167
[16, 16],5688.604668264296,-7.691452524122724
[16, 17],5698.126325634435,-6.95211736962392
[16, 18],5719.568153546395,2.66584177891491
[16, 19],5752.137122384203,18.603722638485124
[16, 20],5788.309568651353,35.48027551807718
[16, 21],5823.377826966581,53.19402768828422
[17, 0],5220.528199472435,-51.09928391274116
[17, 1],5302.706153046738,-20.93691199202931
[17, 2],5379.162743323028,-3.876835496572312
[17, 3],5432.602388976765,-3.3619467416892803
[17, 4],5469.688290548013,-11.382167361741267
[17, 5],5502.005755958835,-25.80073804413587
[17, 6],5540.757157167167,-32.31099718735368
[17, 7],5572.868695797035,-33.28610168106934
[17, 8],5600.983721275584,-27.43029021881921
[17, 9],5634.500918656643,-11.318322135811286
[17, 10],5657.222041635171,-3.386746745659366
[17, 11],5680.312005827599,6.884305032330303
[17, 12],5695.658112814442,9.61245367709671
[17, 13],5713.52016544004,13.808932965926942
[17, 14],5729.064382989228,16.02074643142896
[17, 15],5737.4466049797475,13.116958073660498
[17, 16],5748.103822270596,14.299381040442313
[17, 17],5755.911748359022,13.109785196007579
[17, 18],5772.392275982482,19.557577401072194
[17, 19],5797.000052709949,31.782892857820116
[17, 20],5826.438932542834,47.225635658481224
[17, 21],5854.086811055806,62.181165086773035
[18, 0],5262.843292628452,-33.84745161662249
[18, 1],5340.933793322983,-4.136163110688358
[18, 2],5404.001028735639,4.6721897018042
[18, 3],5450.4683452753825,-3.8035750958097196
[18, 4],5484.347872866714,-23.316562525868903
[18, 5],5528.546034530971,-30.951742393889617
[18, 6],5569.6730564261525,-31.753900434257048
[18, 7],5597.587654460757,-30.924322893899443
[18, 8],5623.125294847258,-23.543510178264114
[18, 9],5649.363286708592,-12.59077902604804
[18, 10],5675.54673332329,-0.8374058192821394
[18, 11],5701.705032731439,10.781349458179648
[18, 12],5713.79727649697,6.619671930941877
[18, 13],5733.319898720857,8.655899864228559
[18, 14],5754.503247701056,14.315248710328888
[18, 15],5775.14718381991,22.85427273825917
[18, 16],5789.557723937753,27.522207172552044
[18, 17],5800.763987583915,30.12744498727716
[18, 18],5808.159654938619,29.29003695172287
[18, 19],5824.293202645768,36.87832083734156
[18, 20],5847.647800045459,51.21306404742609
[18, 21],5869.472599491227,64.50611332545486
[19, 0],5294.089447555221,-27.922984053871005
[19, 1],5367.879285359776,-0.0979767021817679
[19, 2],5429.771150674579,6.248319191253358
[19, 3],5466.554895886124,-19.08447427154897
[19, 4],5516.188598032193,-27.13334719447903
[19, 5],5560.473207165533,-29.375964019594903
[19, 6],5592.885252928929,-30.300749222992636
[19, 7],5619.97272476085,-25.67826374881497
[19, 8],5646.986987528245,-15.429128685167598
[19, 9],5673.200273266965,-4.079150216935886
[19, 10],5697.748142042493,5.703580614056591
[19, 11],5720.209371696166,11.77164288557833
[19, 12],5736.021740914452,8.330937173098391
[19, 13],5756.787756639054,9.580367089542051
[19, 14],5780.042803947135,17.173312053748305
[19, 15],5798.5587315669845,24.121178416499788
[19, 16],5813.73815880876,29.975988627325933
[19, 17],5827.4592657308085,35.73968266456268
[19, 18],5832.08921162325,33.728330574029314
[19, 19],5841.539744870295,37.71828117725272
[19, 20],5852.859543567395,44.30459581333707
[19, 21],5870.1431802034795,56.96702929064304
[20, 0],5315.105162477609,-35.928196933756226
[20, 1],5392.804390875422,-5.549001138747371
[20, 2],5429.594682832263,-28.711679244385778
[20, 3],5497.80774010583,-25.49693224118255
[20, 4],5548.7313034896415,-27.029848328222215
[20, 5],5586.687056242977,-25.712544944986803
[20, 6],5617.82305097695,-20.99784058084333
[20, 7],5642.9855637898745,-16.33982863608253
[20, 8],5668.986750834936,-7.4817027828030405
[20, 9],5694.314924933274,2.343637448825575
[20, 10],5717.947741998476,10.367769209760809
[20, 11],5737.37067459675,11.59177523553899
[20, 12],5759.046304843876,11.657259824982248
[20, 13],5776.809443606689,8.841739324197988
[20, 14],5797.839212489564,14.68477956872266
[20, 15],5818.427087414285,24.56939459186924
[20, 16],5832.38856177559,30.0388374978711
[20, 17],5843.015054107824,33.736577134028266
[20, 18],5847.223033421914,32.85376054116023
[20, 19],5847.462729876986,29.925301258143918
[20, 20],5855.440123886999,36.33703960328148
[20, 21],5865.387627688697,45.30868667215782
[21, 0],5321.076152201407,-59.24622559501404
[21, 1],5403.970617287775,-27.205499895319917
[21, 2],5453.222199510729,-38.49519310719279
[21, 3],5523.215484990052,-27.95681336189591
[21, 4],5576.627881573895,-18.799370151697985
[21, 5],5610.45706194219,-15.174139344449031
[21, 6],5640.765090928045,-8.32882353680452
[21, 7],5666.325634880086,-3.393295253898941
[21, 8],5689.597420489277,1.4004657350487832
[21, 9],5710.036556538726,5.184989708461217
[21, 10],5732.073212145664,10.6846011939042
[21, 11],5751.804838941809,11.036921341645211
[21, 12],5776.866170671275,13.084037091763093
[21, 13],5793.618736400229,8.419417412244911
[21, 14],5812.444475235337,12.0047562673235
[21, 15],5831.853253532555,21.06451852443206
[21, 16],5846.2708279775525,27.670956257185026
[21, 17],5856.799195334566,32.27302387009968
[21, 18],5860.386169778084,32.02633390878054
[21, 19],5859.524357760658,29.43248241672336
[21, 20],5857.606873361043,27.674590196786085
[21, 21],5857.732882028431,29.3827226643607
[22, 0],5331.994583236582,-72.33920412482894
[22, 1],5410.778068510632,-46.77675463919604
[22, 2],5481.102822653925,-33.18948678950892
[22, 3],5540.464270235629,-25.154933557610093
[22, 4],5592.716993603036,-11.306211494000308
[22, 5],5629.55797905305,-2.075882475885919
[22, 6],5660.134031541176,5.495755302224097
[22, 7],5685.058296107559,8.46785770643146
[22, 8],5705.680811721003,8.512200193415993
[22, 9],5724.6995179320675,9.242708613910509
[22, 10],5744.662691831835,11.816786309194867
[22, 11],5762.083581113346,9.680937828290553
[22, 12],5785.704602622068,10.373389846090504
[22, 13],5807.205263877509,10.127414986441181
[22, 14],5824.0016368401675,11.146949128363303
[22, 15],5840.205689340724,16.713707992334093
[22, 16],5853.190216344896,21.88343731209534
[22, 17],5865.493606507233,28.320361763081564
[22, 18],5872.733843030169,31.68473512661967
[22, 19],5872.067601554998,29.120696445314934
[22, 20],5862.1023486249105,19.03322737599501
[22, 21],5861.530946564662,20.11473704378477
[23, 0],5347.270518973773,-76.78279212756752
[23, 1],5433.681016056252,-43.612288105633525
[23, 2],5501.082941219588,-27.549087870698713
[23, 3],5560.204186790907,-12.420577673260595
[23, 4],5606.3387882079205,-0.4401408604289827
[23, 5],5638.904659124982,5.812182883425521
[23, 6],5670.902184982963,14.50441966526796
[23, 7],5696.70509046225,16.553271652767762
[23, 8],5717.486637828674,14.065319415490194
[23, 9],5736.0143956576385,12.198385468518609
[23, 10],5755.754884011203,13.710232655562322
[23, 11],5772.834348510166,11.68784713117293
[23, 12],5792.371031371115,9.425282271228753
[23, 13],5812.25706496331,7.893947795083477
[23, 14],5829.369432979761,8.664519773642496
[23, 15],5842.740926387749,10.821578036212486
[23, 16],5856.260655149068,16.033900714606716
[23, 17],5867.435763287238,20.4959908046103
[23, 18],5876.487559971006,24.116590682304377
[23, 19],5871.41139072715,14.882481478112823
[23, 20],5869.373327023197,9.887768247815075
[23, 21],5864.833788573062,3.5747960548678748
[24, 0],5372.901939550335,-68.38368085219372
[24, 1],5458.792324094811,-32.704917150399524
[24, 2],5521.070083691968,-15.999355757398007
[24, 3],5571.274207434699,-4.133255367810307
[24, 4],5611.929781975377,5.408102616310316
[24, 5],5641.859594135122,9.877057084130684
[24, 6],5670.773595130647,15.091800603694537
[24, 7],5698.169062313714,16.964254334213365
[24, 8],5722.841336230784,15.512252598799023
[24, 9],5745.661071103437,15.609352739968926
[24, 10],5764.0483836296835,14.915132464592716
[24, 11],5781.67207338723,14.002656746325556
[24, 12],5800.062196477782,11.88156633160088
[24, 13],5816.517728819459,7.495417946271118
[24, 14],5831.515516559813,5.656986383390176
[24, 15],5843.726858864163,5.871384413905616
[24, 16],5856.333611418131,9.331194621870964
[24, 17],5869.038437400944,14.26404455357806
[24, 18],5876.939051510443,15.443711052013896
[24, 19],5875.810362324025,8.868602102968907
[24, 20],5875.133711528191,4.172798918893022
[24, 21],5875.6006442605885,1.9213970796927242
[25, 0],5411.507206924544,-44.31096762565812
[25, 1],5477.11645885955,-22.29281909207384
[25, 2],5531.867045638523,-7.416533769829584
[25, 3],5576.071784004516,1.891355219403522
[25, 4],5607.466052151617,3.482414306902683
[25, 5],5636.85578668812,7.488692387049923
[25, 6],5663.462467732192,9.805960304883229
[25, 7],5694.552877200436,13.751633021262023
[25, 8],5722.390233137017,12.77371277603379
[25, 9],5751.57774235611,16.978355680346795
[25, 10],5771.905093871683,17.434160726950722
[25, 11],5789.674651322461,17.160641443485474
[25, 12],5805.40219582815,13.370015241437613
[25, 13],5818.907542289404,6.320417596137304
[25, 14],5832.56044029631,2.3504780037483215
[25, 15],5847.211477896041,3.8166704712884894
[25, 16],5860.293885559474,6.695321826233339
[25, 17],5870.625430374907,8.72331398159622
[25, 18],5879.084548472128,10.721527118371341
[25, 19],5880.834596254138,7.940404387927629
[25, 20],5879.38227480478,3.613859236341341
[25, 21],5875.957087407723,-1.5190501842798767
[26, 0],5441.286230670668,-25.906772757096405
[26, 1],5494.680141214094,-6.7099703475623755
[26, 2],5541.4470976695775,6.103042530030507
[26, 3],5580.953736219349,12.336197740955868
[26, 4],5601.663727076334,2.5818685627655213
[26, 5],5631.402805141353,5.839113738665219
[26, 6],5657.4142337076155,6.542821400302273
[26, 7],5689.3218859235,9.746482348306927
[26, 8],5720.518909442571,9.656360707741442
[26, 9],5753.006540299169,15.070533822337893
[26, 10],5776.4095419238465,17.939218589644042
[26, 11],5793.201782822917,17.126844916868322
[26, 12],5806.104200538931,11.039995575732064
[26, 13],5823.785403092394,7.595508659391271
[26, 14],5837.749283458886,2.2953131952945114
[26, 15],5855.195155108714,5.052546705748682
[26, 16],5867.637835031341,6.835401348627784
[26, 17],5876.54297562269,8.241379418884208
[26, 18],5881.274534604606,8.072981924277883
[26, 19],5881.666289877197,5.516500108441505
[26, 20],5879.132731175239,1.3071297526739727
[26, 21],5875.945822997674,-2.8108258291476886
[27, 0],5469.318805375481,-6.262891113549813
[27, 1],5507.751652187813,7.886172220789376
[27, 2],5546.450706492216,19.283034493537343
[27, 3],5580.314743973659,21.25934177097588
[27, 4],5587.04432896012,-4.621276256819328
[27, 5],5612.455879794924,-8.006917822905962
[27, 6],5634.182182086827,-12.656210104997626
[27, 7],5663.4485636345735,-12.707123492405117
[27, 8],5704.489184362633,-4.625752896776248
[27, 9],5737.835092254035,-0.733100487746924
[27, 10],5766.395892395585,5.897192805158738
[27, 11],5794.912788839766,16.577039674471962
[27, 12],5815.385730445854,17.584658000106174
[27, 13],5828.867931479002,7.757130865806175
[27, 14],5848.80031840652,5.835130990072685
[27, 15],5864.940545156044,6.594973924956321
[27, 16],5877.556169803838,9.800897323755635
[27, 17],5883.852530799621,10.635308017816897
[27, 18],5885.9508020090425,9.677522878863783
[27, 19],5884.920203427417,6.981473501045912
[27, 20],5881.742337136956,2.9026333910005633
