[0, 0],5307.806588666805,5281.917644733555
[0, 1],5345.039768545719,5301.679363281363
[0, 2],5364.2474333265345,5332.935675112332
[0, 3],5388.491284185266,5351.56347913988
[0, 4],5405.542879158958,5352.079679932802
[0, 5],5421.698865959188,5375.737421292912
[0, 6],5441.471574477233,5385.384659880732
[0, 7],5477.872067749246,5399.278819805411
[0, 8],5494.759518286461,5414.8702416117885
[0, 9],5526.493711624185,5443.5832440074155
[0, 10],5544.425720269646,5460.286022903601
[0, 11],5564.615259971208,5498.051723922275
[0, 12],5592.65255264302,5518.223429836413
[0, 13],5605.537823499093,5566.490913541857
[0, 14],5640.15224602088,5577.355577064736
[0, 15],5679.693472805317,5651.357558866788
[0, 16],5721.4971226743655,5689.178728665836
[0, 17],5767.771027455281,5725.040624266199
[0, 18],5822.334119502455,5774.885636358085
[0, 19],5820.562812121352,5835.314607874781
[0, 20],5854.2011838392355,5896.8172230136115
[0, 21],5994.244538154453,5964.436165102292
[1, 0],5309.583075009044,5282.27143644101
[1, 1],5327.223938495005,5306.296326994326
[1, 2],5358.326560864007,5332.872130137683
[1, 3],5382.219529586777,5352.610617230993
[1, 4],5393.949740812524,5356.056092861665
[1, 5],5400.515698578437,5373.907066807824
[1, 6],5419.418901608811,5383.401854143369
[1, 7],5439.563119377364,5399.318900769455
[1, 8],5452.314663783001,5406.811660560146
[1, 9],5471.335452733232,5433.514646876196
[1, 10],5491.975900026631,5451.694289034727
[1, 11],5507.962268023115,5481.115946359161
[1, 12],5525.22093113415,5495.470723125662
[1, 13],5549.42524891987,5522.727133413537
[1, 14],5572.1705157705655,5569.36015114763
[1, 15],5598.440768414352,5598.257986650293
[1, 16],5631.474645214563,5629.491191626483
[1, 17],5671.1892608716735,5663.886716003646
[1, 18],5733.240729790763,5717.029310558719
[1, 19],5784.539756585495,5759.6297547812865
[1, 20],5817.5644111156,5811.531905497599
[1, 21],5922.875843609916,5878.608560068475
[2, 0],5277.885144592379,5275.517384353037
[2, 1],5307.022837719157,5304.579408013166
[2, 2],5327.850785744403,5322.539050346457
[2, 3],5358.701477463777,5348.1298327237655
[2, 4],5364.87736137655,5355.049501868136
[2, 5],5372.14399064996,5364.513882368248
[2, 6],5388.729140940555,5381.642270555376
[2, 7],5412.1956281802295,5397.256755674258
[2, 8],5421.539737778156,5398.595077919541
[2, 9],5432.225381419983,5424.92117046201
[2, 10],5449.289915088687,5445.383688925242
[2, 11],5464.993954885298,5456.202755652404
[2, 12],5475.562310907637,5480.562312420265
[2, 13],5497.315017731744,5492.268697265048
[2, 14],5510.837350447058,5529.934154195718
[2, 15],5538.619438255599,5551.685150886136
[2, 16],5573.550220410634,5579.3306809684
[2, 17],5605.9990228081515,5610.586219592093
[2, 18],5651.538361809187,5648.243669864154
[2, 19],5705.726310598002,5697.792363471846
[2, 20],5782.2379603303125,5745.37428433515
[2, 21],5860.838224578998,5804.894119738048
[3, 0],5267.959270462634,5284.358068990978
[3, 1],5280.8301170743525,5301.632525850289
[3, 2],5300.704739758639,5322.904596274748
[3, 3],5312.708554903036,5344.3911682066955
[3, 4],5335.870414936784,5353.3661007191695
[3, 5],5356.332941741337,5359.739033554915
[3, 6],5374.334112891211,5374.74157956731
[3, 7],5389.3555534154775,5393.855639241405
[3, 8],5401.102640443784,5414.1852004495595
[3, 9],5416.436359229491,5421.586112788282
[3, 10],5424.274741987578,5426.097388937231
[3, 11],5433.703971789075,5443.001911630778
[3, 12],5444.17820102616,5462.6465871402
[3, 13],5463.965689348462,5479.276316331674
[3, 14],5476.850474153598,5499.425353601502
[3, 15],5499.323206688472,5516.978442552587
[3, 16],5532.029881881499,5538.251833371389
[3, 17],5568.117670736894,5570.292198626019
[3, 18],5608.360979065201,5598.867384055637
[3, 19],5656.633715798369,5637.530023107945
[3, 20],5730.2841098895005,5684.006875838793
[3, 21],5781.773126438056,5731.5788273902435
[4, 0],5243.781619506779,5291.105602889253
[4, 1],5262.894569662041,5303.678284524571
[4, 2],5290.3176556554445,5318.713489513644
[4, 3],5307.451058460887,5341.555969464263
[4, 4],5329.829366148479,5347.446696930227
[4, 5],5351.268411753072,5361.288630277346
[4, 6],5352.405573378081,5379.004025638898
[4, 7],5373.9985823181705,5388.670028000943
[4, 8],5391.054778101374,5403.17231015194
[4, 9],5402.338721737163,5414.9508861109425
[4, 10],5415.932808760356,5423.566343438775
[4, 11],5415.51642956254,5439.476338211582
[4, 12],5423.9921451651735,5447.85445424687
[4, 13],5433.093379097505,5463.272747465497
[4, 14],5445.570621318822,5480.42359189787
[4, 15],5469.730116275439,5501.117325669828
[4, 16],5498.2984238995505,5516.98419058507
[4, 17],5530.942266357329,5540.184110278922
[4, 18],5567.081560597049,5565.170036162985
[4, 19],5615.8517304354245,5593.022383497155
[4, 20],5687.430590440774,5632.108438568968
[4, 21],5770.576399137935,5681.919282131945
[5, 0],5248.401379345751,5283.223462874717
[5, 1],5249.078110293985,5292.006973909336
[5, 2],5279.8537870756445,5311.484513659654
[5, 3],5299.411473940971,5339.600302764731
[5, 4],5310.7801023754055,5343.599966066249
[5, 5],5337.344955251134,5358.179295816899
[5, 6],5357.359137152713,5374.6176974996615
[5, 7],5366.316493153372,5387.909918164433
[5, 8],5386.751243010245,5400.395384865356
[5, 9],5392.987482744429,5410.983861360244
[5, 10],5398.908907357005,5428.576631531506
[5, 11],5412.416556526095,5432.441109936635
[5, 12],5408.590194314876,5441.7112768838415
[5, 13],5414.535799787589,5456.861438251781
[5, 14],5433.318134464442,5474.237960146998
[5, 15],5449.63704061845,5489.204777534695
[5, 16],5473.19206352026,5503.739197276791
[5, 17],5506.107531014082,5525.07969805169
[5, 18],5535.601383368348,5543.458318290934
[5, 19],5585.9815055265035,5569.965195578574
[5, 20],5650.253879987758,5598.95276290828
[5, 21],5681.928160469477,5642.318908164249
[6, 0],5232.2090205513105,5278.17239794464
[6, 1],5235.751280556697,5288.712109533233
[6, 2],5267.630297544334,5306.820653832885
[6, 3],5282.16091875249,5329.841729887679
[6, 4],5297.187549183915,5335.621264735724
[6, 5],5326.469124344152,5356.1099970092
[6, 6],5362.023600707353,5374.089393068709
[6, 7],5377.756200369226,5390.5387000923565
[6, 8],5393.261543912391,5401.6216742185925
[6, 9],5397.664825208267,5416.64443881492
[6, 10],5394.1915588327465,5428.711376102372
[6, 11],5407.442655766269,5433.221158437889
[6, 12],5402.230551227734,5441.6089790961005
[6, 13],5412.743239085902,5457.694868559738
[6, 14],5420.989786358052,5473.95740178833
[6, 15],5436.220303354787,5486.402140308519
[6, 16],5454.060690288474,5502.9242309564
[6, 17],5477.185228368684,5517.430858155487
[6, 18],5506.351290979037,5532.656634020705
[6, 19],5559.561662819669,5554.562347186888
[6, 20],5587.701896191854,5582.183674393087
[6, 21],5626.54512039715,5615.077809270042
[7, 0],5230.522564623005,5268.478633726752
[7, 1],5245.3476819438765,5283.7216422072615
[7, 2],5263.543350869621,5314.886668078292
[7, 3],5273.931431944473,5334.032103298507
[7, 4],5300.452047828085,5336.368378997135
[7, 5],5335.434743018961,5357.529563933842
[7, 6],5354.727914873021,5376.904473794999
[7, 7],5391.753276018713,5389.65417892108
[7, 8],5400.284837575175,5407.2012845874915
[7, 9],5410.982703442296,5414.582599730914
[7, 10],5411.208896355933,5431.362069239858
[7, 11],5421.506864151331,5439.440218087222
[7, 12],5410.916761505476,5453.464113311669
[7, 13],5409.916454299819,5465.339266204871
[7, 14],5415.098612630847,5480.123274906201
[7, 15],5426.636030504655,5492.119602654311
[7, 16],5439.276928383375,5506.357447144701
[7, 17],5454.631168699086,5521.669014159791
[7, 18],5485.508655482651,5533.8511252460485
[7, 19],5532.812022484419,5551.578828677448
[7, 20],5563.686060905935,5575.140554841864
[7, 21],5605.157001121477,5600.813950824253
[8, 0],5232.817422229491,5271.489201734601
[8, 1],5245.030765020185,5294.543506120639
[8, 2],5257.522265422902,5315.997339848242
[8, 3],5286.10669472259,5334.969171318502
[8, 4],5312.472819821003,5347.603964293978
[8, 5],5349.14842355134,5362.086012642561
[8, 6],5364.622072791859,5381.717515318874
[8, 7],5398.571731686896,5395.7521424345705
[8, 8],5416.499883613747,5409.812937728037
[8, 9],5421.012691118214,5424.425856875629
[8, 10],5418.120460758858,5437.281170826038
[8, 11],5429.26871614825,5449.089054838658
[8, 12],5420.380332034293,5467.529944013111
[8, 13],5418.716729795796,5481.691687773175
[8, 14],5415.370106888515,5492.230993252453
[8, 15],5426.236882511577,5507.544909886644
[8, 16],5436.1472333779775,5517.743964628106
[8, 17],5450.872397586999,5531.145651316521
[8, 18],5476.0502604669055,5542.173958216888
[8, 19],5509.754500656201,5560.802091048102
[8, 20],5548.24907450863,5576.415504029832
[8, 21],5589.006046290613,5602.428816462678
[9, 0],5234.650322509304,5263.474680384372
[9, 1],5248.732897624364,5289.975104136218
[9, 2],5272.098527038866,5314.066126445296
[9, 3],5301.825908629344,5336.994533842311
[9, 4],5322.4979633854,5359.538633543209
[9, 5],5356.859451478831,5365.291051205637
[9, 6],5393.785486296783,5387.65576736812
[9, 7],5415.408475435606,5404.223161898868
[9, 8],5438.159644882726,5419.73951267368
[9, 9],5448.104613010491,5435.4244251277105
[9, 10],5444.1569234645585,5455.5836157598005
[9, 11],5443.844654544934,5464.64131786621
[9, 12],5435.668900143386,5478.075498230934
[9, 13],5437.107517207855,5498.4406562683325
[9, 14],5430.187080827496,5512.475191047251
[9, 15],5428.26584845508,5526.553669324918
[9, 16],5441.802735158728,5540.7198474194065
[9, 17],5451.527140443237,5550.986177308419
[9, 18],5477.771556701714,5552.688724779984
[9, 19],5502.067559039561,5567.956051324011
[9, 20],5538.958319386842,5588.815289408831
[9, 21],5571.773100571756,5609.564682383559
[10, 0],5234.771859536229,5265.59456368811
[10, 1],5243.663659702033,5293.465624442397
[10, 2],5271.5521917971855,5324.01995755443
[10, 3],5314.258864919471,5343.493814410729
[10, 4],5353.510439679645,5366.70552501167
[10, 5],5385.800603942234,5373.243831906993
[10, 6],5419.802717652799,5394.194247690952
[10, 7],5438.649310532795,5416.171360540114
[10, 8],5456.012537958797,5435.228715851429
[10, 9],5470.536963890907,5454.448581009304
[10, 10],5476.469547521158,5474.181193160598
[10, 11],5469.01419878414,5482.833630746633
[10, 12],5466.7832167057395,5498.946119290253
[10, 13],5459.82691892421,5516.0102754785075
[10, 14],5460.177383558696,5529.913347899052
[10, 15],5447.642087118384,5542.852551098951
[10, 16],5455.168987348633,5557.721377854185
[10, 17],5466.518690323435,5569.891813322009
[10, 18],5483.052652867276,5580.398028639393
[10, 19],5510.387041397181,5596.818095397806
[10, 20],5540.245130990266,5616.338984777643
[10, 21],5578.093851800571,5617.779016857804
[11, 0],5244.952617043591,5276.130417073353
[11, 1],5241.235709482085,5303.890484916477
[11, 2],5282.813252228361,5332.8803090449255
[11, 3],5321.995979195595,5351.042672689511
[11, 4],5376.039536049668,5377.247381514075
[11, 5],5410.362401017299,5396.190550380388
